Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1876,1.1397361251378086,0.9632608595046365,0.07224233583061418,0.9576192337672369,0.7930559665177136,1.8308283536948842,-0.5263670810327393,1.264818488148623,0.9858299808907625,-0.7761115040039729,-0.34136503675674623,-0.38278421770953625
1877,-0.9264129422106144,-0.5950437164583634,-0.40184799305697544,-0.7329147205806765,0.48030150084895523,-1.6019748094826054,-0.9902517387771135,-0.7793326038087578,-1.7530591808597316,-1.548826458756377,-1.3074924992760963,-1.3562125342556495
1878,-0.8324970755129903,-1.9006502530759175,-1.4553820572516456,-0.6594132443047457,0.32392426801453156,-0.2125068624821333,1.6605177340480646,1.3286982097722322,1.700322805695195,1.06651646502084,1.3976643957780401,1.7177716232582454
1879,1.2806099251842713,1.2580752387408383,1.3364832128642063,1.2516251388712945,0.32392426801453156,1.749094945047874,2.2569408654337315,2.286894034127241,1.8194049431626342,1.4825937483490628,0.8823964157677493,-0.6389495641690275
1880,1.0927781917889698,0.6684464802683867,1.4418366192836376,0.5901118523872485,1.3403762814381075,1.013494267224133,0.20259452399414504,1.4564576530195956,0.7476657059559516,0.47212034598056035,0.6247624257626039,-0.28031807912583295
1881,-0.6916232754665276,-0.5108110366765163,0.23027244545979075,0.14910299473132918,-0.3015846633229853,-0.3759736797763393,-0.5263670810327393,-1.098731211927094,-1.3958127684574815,-2.3215414135087133,0.6247624257626039,0.8980425145878617
1882,-0.6446653421176889,-0.13176397765851514,0.5463326647182037,0.22260447100726002,0.7930559665177136,-1.1115743576001733,-2.1168287647279516,-2.5040850876478022,-1.5148949059248529,-0.2411549968677347,0.17390294325354452,0.9492755838797716
1883,0.6231988583006894,0.7947954999410378,-2.403562715026885,1.3986280914232398,1.4967535142724424,0.4413604066945049,-0.9902517387771889,0.17886322054632348,-0.8599431498541401,0.47212034598056035,0.4315369332586899,-1.6123778807151408
1884,-1.2081605423035933,-0.4686946967856645,0.9677462903961078,-1.2474250545126937,0.24573565159731972,1.01349426722404,-0.2612901337502291,-0.45993399569042154,-0.7408610123867685,0.41268073407658645,-0.21254804175421016,-1.3562125342556495
1885,-1.5838240090942497,0.12093406168678703,0.5463326647182037,0.0756015184552312,-0.3015846633229853,-1.3567745835413894,-0.4600978442121683,-0.9070920470561212,-0.443155668718238,-1.7271452944684338,-1.6295349867825464,0.43694489096078915
1886,-0.03421220858289237,0.12093406168678703,0.33562585187928173,0.5166103761112341,0.7148673501005018,0.604827223988618,0.7990176553798873,1.392577931395914,1.2835353245592929,1.304274912637006,0.9468049132690539,1.3591401382149926
1887,1.2336519918354325,0.9632608595045886,1.0204229936057934,0.9576192337672369,-0.3015846633229853,0.604827223988618,0.533940708097377,0.498261828664587,0.4499603622873534,0.47212034598056035,-0.5989990267618917,0.43694489096078915
1888,-0.26900187532703257,-0.21599665744031443,-1.0866451347834871,-1.9824398172726707,-0.8489049782433792,-1.5202414008355953,-1.6529441069835022,-0.8432123254324395,-0.9790252873215793,-1.429947234948294,-1.3074924992760963,-0.33155114841768457
1889,-2.5229826760708103,-0.1738803175494148,-2.614269527865807,0.0756015184552312,-0.0670188140714387,2.3212288055774093,0.20259452399422037,0.2427429421699326,1.0453710496244821,0.41268073407658645,2.1705663657935492,2.127636177593466
1890,2.078894792114316,0.9632608595045886,1.4418366192836973,0.7371148049392773,0.48030150084895523,0.686560632635721,-0.1950208969295827,-0.2682948308194489,0.8667478434233231,0.35324112217254494,0.17390294325354452,-0.024152732666283448
1891,1.5623575252772501,-0.34234567711296554,-0.875938321944625,0.5166103761112341,0.08935841876289606,-0.04904004518802021,-0.5926363178533858,-0.8432123254323669,-1.0981074247889508,0.056043062652405135,-0.5345905292606602,-0.536483425585266
1892,0.29449332485887186,-0.9319744355854649,1.1257764000252843,0.7371148049392773,1.105810432186561,2.0760285796361932,0.799017655379812,0.626021271911878,0.5690424997547927,0.8287580174047416,-0.14813954425290551,0.28324568308505943
1893,1.1397361251377551,0.6684464802683389,-0.0857877737985624,0.22260447100726002,-0.22339604690586237,1.176961084518246,1.4617100235861253,0.8176604367829232,0.509501431021073,0.7693184055007678,0.17390294325361774,0.07831340591753634
1894,1.7501892586725516,0.8790281797227892,0.5990093679279492,-0.14490291037272843,-0.37977327974019714,-0.04904004518802021,-0.1950208969295827,-0.5238137173141033,-0.20499139378342718,0.1749222864604881,0.6247624257626039,-0.07538580195819335
1895,0.5762409249518508,0.2472830813594381,0.019565632620868693,-0.5124102917527169,-0.6925277454090445,-0.3759736797763393,0.0037868135322811775,-0.5876934389377124,-0.4431556687181703,-0.5383530563878746,-0.9210415142683417,-0.43401728700144615
1896,0.15361952481235572,0.4157484409230367,-0.559878102686152,-0.6594132443047457,-4.054638251348265,-2.9914427564830777,-2.0505595279073052,-2.1846864795293937,-1.9316823870608226,-1.8460245182764492,-1.2430840017747917,-1.509911742131321
1897,-1.2081605423035933,-0.6792763962401148,-1.5607354636710766,-1.4679294833406533,-1.552602525998108,0.11442677210618579,-0.1950208969295827,0.11498349892256908,-0.02636818758220058,0.1749222864604881,-0.8566330167671102,0.9492755838797716
1898,0.7171147249983135,0.5420974605956878,1.915926948171287,1.104622186319182,-0.0670188140714387,-0.1307734538351232,0.6664791817385946,0.2427429421699326,0.2713371560863299,-0.06283616115567782,-0.34136503675674623,-0.12661887125010324
1899,1.32756785853311,0.7947954999410378,1.3891599160739518,0.5166103761112341,-0.6143391289917437,-0.9481075403059673,-0.5263670810327393,-0.9709717686797305,-0.20499139378335948,0.5909995697886433,1.462072893279418,-0.3827842177095945
1900,-0.6916232754664742,-0.5950437164583634,-2.403562715026825,-1.5414309596166678,-0.6143391289917437,2.729895848812831,1.0640946026623976,0.8176604367829232,-1.6935181121260119,-1.6677056825643923,-0.6634075242631963,-0.6389495641690857
1901,0.012745724765892962,0.24728308135948598,0.9677462903961078,0.5166103761113177,0.08935841876298495,2.0760285796361004,1.5279792604067717,1.009299601653896,-1.6339770433922922,-2.1432225777966565,-0.9210415142683417,-0.28031807912577467
1902,1.703231325323713,-0.21599665744031443,1.1784531032350298,0.8106162812152081,0.8712445829349255,0.3596269980474019,0.20259452399422037,-0.8432123254324395,-1.8126002495934512,-0.7166718920999989,-0.4057735342579777,-0.3827842177095945
1903,-0.879455008861829,-0.9319744355854649,1.7578968385421103,1.6926339965272137,0.8712445829348365,0.03269336345908279,0.6664791817385946,0.051103777298959936,0.8072067746896036,0.4126807340765189,0.04508594825100845,1.512839346090664
1904,1.4214837252307875,1.426540598304389,0.9677462903960479,2.942159093219208,1.027621815769349,-0.6211739057176483,-0.8577132651359713,0.11498349892256908,-0.026368187582268273,0.11548267455644662,-1.7583519817851556,0.1807795445012979
1905,-0.879455008861829,-1.5216031940579164,-2.8776530439144143,-3.672973771620584,-3.585506552845171,-3.073176165130088,-2.1168287647278765,-0.715452882185076,-0.7408610123867008,-0.5383530563878746,-1.8227604792863872,-1.4074456035475593
